source,Hearing #,Date,Hearing/Report,Year,Congress,Type,Committee1,Committee2,Category1
Subcommittee Hearing : Re-Examining EPA’s Management of the Renewable Fuel Standard Program,S. Hrg. 114-71 - RE-EXAMINING EPA'S MANAGEMENT OF THE RENEWABLE FUEL STANDARD PROGRAM,2015-06-18T00:00:00,Subcommittee Hearing : Re-Examining EPA’s Management of the Renewable Fuel Standard Program,2015,114,Hearing,214,,3
Subcommittee Hearing : Reviewing Independent Agency Rulemaking,S. Hrg. 114-477 - REVIEWING INDEPENDENT AGENCY RULEMAKING,2016-09-08T00:00:00,Subcommittee Hearing : Reviewing Independent Agency Rulemaking,2016,114,Hearing,214,,3
Subcommittee Hearing : Reviewing the Office of Information and Regulatory Affairs,S. Hrg. 115-275 - Reviewing the Office of Information and Regulatory Affairs,2018-04-12T00:00:00,Subcommittee Hearing : Reviewing the Office of Information and Regulatory Affairs,2018,115,Hearing,214,,3
Subcommittee Hearing : Reviewing the Office of Information and Regulatory Affairs’ Role in the Regulatory Process,S. Hrg. 114-84 - REVIEWING THE OFFICE OF INFORMATION AND REGULATORY AFFAIRS' ROLE IN THE REGULATORY PROCESS,2015-07-16T00:00:00,Subcommittee Hearing : Reviewing the Office of Information and Regulatory Affairs’ Role in the Regulatory Process,2015,114,Hearing,214,,3
"Subcommittee Hearing : Terrible, No Good, Very Bad Ways of Funding Government: Exploring the Cost to Taxpayers of Spending Uncertainty caused by Governing through Continuing Resolutions, Giant Omnibus Spending Bills, and Shutdown Crises","S. Hrg. 115-204 - Terrible, No Good, Very Bad Ways of Funding Government: Exploring the Cost to Taxpayers of...",2018-02-06T00:00:00,"Subcommittee Hearing : Terrible, No Good, Very Bad Ways of Funding Government: Exploring the Cost to Taxpayers of Spending Uncertainty caused by Governing through Continuing Resolutions, Giant Omnibus Spending Bills, and Shutdown Crises",2018,115,Hearing,214,,4
Subcommittee Hearing : The Challenges and Opportunities of the Proposed Government Reorganization on OPM and GSA,,2018-07-26T00:00:00,Subcommittee Hearing : The Challenges and Opportunities of the Proposed Government Reorganization on OPM and GSA,2018,115,Hearing,214,,3
Subcommittee Hearing : The Effect of Borrowing on Federal Spending,S. Hrg. 115-22 - The Effect of Borrowing on Federal Spending,2017-03-29T00:00:00,Subcommittee Hearing : The Effect of Borrowing on Federal Spending,2017,115,Hearing,214,,3
Subcommittee Hearing : The Federal Role in the Toxic PFAS Chemical Crisis,,2018-09-26T00:00:00,Subcommittee Hearing : The Federal Role in the Toxic PFAS Chemical Crisis,2018,115,Hearing,214,,4
Subcommittee Hearing : The Unfunded Mandates Reform Act: Opportunities for Improvement to Support State and Local Governments,S. Hrg. 114-266 - THE UNFUNDED MANDATES REFORM ACT: OPPORTUNITIES FOR IMPROVEMENT TO SUPPORT STATE AND LOCAL...,2016-02-24T00:00:00,Subcommittee Hearing : The Unfunded Mandates Reform Act: Opportunities for Improvement to Support State and Local Governments,2016,114,Hearing,214,,3
Subcommittee Hearing : Understanding the Millennial Perspective in Deciding to Pursue and Remain in Federal Employment,S. Hrg. 114-548 - Understanding the Millennial Perspective in Deciding to Pursue and Remain in Federal Employment,2016-09-29T00:00:00,Subcommittee Hearing : Understanding the Millennial Perspective in Deciding to Pursue and Remain in Federal Employment,2016,114,Hearing,214,,3
Subcommittee Hearing : War Powers and the Effects of Unauthorized Military Engagements on Federal Spending,,2018-06-06T00:00:00,Subcommittee Hearing : War Powers and the Effects of Unauthorized Military Engagements on Federal Spending,2018,115,Hearing,214,,6
Subcommittee Hearing : Wasteful Spending in the Federal Government: An Outside Perspective,,2015-06-10T00:00:00,Subcommittee Hearing : Wasteful Spending in the Federal Government: An Outside Perspective,2015,114,Hearing,214,,3
"Subcommittee Hearing on Public Lands and Forests: to receive testimony on S.555, S.607, S.721, S.1122, S.1328, and S.1442, H.R. 129 (Hearing Room SD-366).",S. Hrg. 111-223 - PUBLIC LANDS BILLS,2009-10-29T00:00:00,"Subcommittee Hearing on Public Lands and Forests: to receive testimony on S.555, S.607, S.721, S.1122, S.1328, and S.1442, H.R. 129 (Hearing Room SD-366).",2009,111,Hearing,208,,2
Subcommittee Hearing on the Bureau of Land Management's Final Hydraulic Fracturing Rule,S. Hrg. 114-330 - THE BUREAU OF LAND MANAGEMENT'S FINAL RULE ON HYDRAULIC FRACTURING,2015-04-30T00:00:00,Subcommittee Hearing on the Bureau of Land Management's Final Hydraulic Fracturing Rule,2015,114,Hearing,208,,3
Subcommittee Hearing: 30 Million New Patients and 11 Months to Go: Who Will Provide Their Primary Care?,S. Hrg. 113-314 - 30 Million New Patients and 11 Months to Go: Who Will Provide Their Primary Care,2013-01-29T00:00:00,Subcommittee Hearing: 30 Million New Patients and 11 Months to Go: Who Will Provide Their Primary Care?,2013,113,Hearing,213,,6
Subcommittee Hearing: A Multilateral and Strategic Response to International Predatory Economic Practices,,2018-05-09T00:00:00,Subcommittee Hearing: A Multilateral and Strategic Response to International Predatory Economic Practices,2018,115,Hearing,212,,6
Subcommittee Hearing: A Review Defense Innovation & Research Funding,,2017-05-03T00:00:00,Subcommittee Hearing: A Review Defense Innovation & Research Funding,2017,115,Hearing,203,,3
Subcommittee Hearing: A Review of the Budget & Readiness of the Department of Defense,,2017-03-22T00:00:00,Subcommittee Hearing: A Review of the Budget & Readiness of the Department of Defense,2017,115,Hearing,203,,2
Subcommittee Hearing: Access and Cost: What the US Health Care System Can Learn from Other Countries,S. Hrg. 113-740 - ACCESS AND COST: WHAT THE U.S. HEALTH CARE SYSTEM CAN LEARN FROM OTHER COUNTRIES,2014-03-11T00:00:00,Subcommittee Hearing: Access and Cost: What the US Health Care System Can Learn from Other Countries,2014,113,Hearing,213,,6
Subcommittee Hearing: Addressing Primary Care Access and Workforce Challenges: Voices from the Field,S. Hrg. 113-831 - Addressing Primary Care Access and Workforce Challenges: Voices from the Field,2014-04-09T00:00:00,Subcommittee Hearing: Addressing Primary Care Access and Workforce Challenges: Voices from the Field,2014,113,Hearing,213,,3
Subcommittee Hearing: Addressing Workforce Needs at the Regional Level: Innovative Public and Private Partnerships,S. Hrg. 112-896 - Addressing Workforce Needs at the Regional Level: Innovative Public and Private Partnerships,2012-02-16T00:00:00,Subcommittee Hearing: Addressing Workforce Needs at the Regional Level: Innovative Public and Private Partnerships,2012,112,Hearing,213,,3
Subcommittee Hearing: Agriculture Subcommittee Markup,,2014-05-20T00:00:00,Subcommittee Hearing: Agriculture Subcommittee Markup,2014,113,Markup,203,,9
"Subcommittee Hearing: Agriculture, Rural Development & FDA Subcommittee Hearing: FDA Food Supply Safety Efforts",,2015-09-16T00:00:00,"Subcommittee Hearing: Agriculture, Rural Development & FDA Subcommittee Hearing: FDA Food Supply Safety Efforts",2015,114,Hearing,203,,3
"Subcommittee Hearing: Agriculture, Rural Development & FDA Subcommittee Hearing: FY16 Food & Drug Administration Budget",,2015-03-12T00:00:00,"Subcommittee Hearing: Agriculture, Rural Development & FDA Subcommittee Hearing: FY16 Food & Drug Administration Budget",2015,114,Hearing,203,,2
"Subcommittee Hearing: Agriculture, Rural Development & FDA Subcommittee Hearing: FY16 U.S. Dept. of Agriculture Budget",,2015-03-17T00:00:00,"Subcommittee Hearing: Agriculture, Rural Development & FDA Subcommittee Hearing: FY16 U.S. Dept. of Agriculture Budget",2015,114,Hearing,203,,2
"Subcommittee Hearing: Agriculture, Rural Development & FDA Subcommittee Hearing: Review of Rural Development in 21st Century America",,2015-10-21T00:00:00,"Subcommittee Hearing: Agriculture, Rural Development & FDA Subcommittee Hearing: Review of Rural Development in 21st Century America",2015,114,Hearing,203,,3
"Subcommittee Hearing: American Leadership In The Asia Pacific, Part 5: The Asia Reassurance Initiative Act",,2018-05-15T00:00:00,"Subcommittee Hearing: American Leadership In The Asia Pacific, Part 5: The Asia Reassurance Initiative Act",2018,115,Hearing,212,,3
"Subcommittee Hearing: American Leadership in the Asia-Pacific, Part 4: View from Beijing",,2017-11-14T00:00:00,"Subcommittee Hearing: American Leadership in the Asia-Pacific, Part 4: View from Beijing",2017,115,Hearing,212,,6
Subcommittee Hearing: Attacks on U.S. Diplomats in Cuba: Response and Oversight,,2018-01-09T00:00:00,Subcommittee Hearing: Attacks on U.S. Diplomats in Cuba: Response and Oversight,2018,115,Hearing,212,,3
"Subcommittee Hearing: Beyond ISIS: Countering Terrorism, Radicalization, and Promoting Stability in North Africa",,2017-12-06T00:00:00,"Subcommittee Hearing: Beyond ISIS: Countering Terrorism, Radicalization, and Promoting Stability in North Africa",2017,115,Hearing,212,,3
Subcommittee Hearing: Biosimilar Implementation: A Progress Report from FDA,S. Hrg. 114-700 - Biosimilar Implementation: A Progress Report from Fda,2015-09-17T00:00:00,Subcommittee Hearing: Biosimilar Implementation: A Progress Report from FDA,2015,114,Hearing,213,,3
"Subcommittee Hearing: Breaking the Silence on Child Abuse: Protection, Prevention, Intervention, and Deterrence","S. Hrg. 112-883 - Breaking the Silence on Child Abuse: Protection, Prevention, Intervention, and Deterrence",2011-12-13T00:00:00,"Subcommittee Hearing: Breaking the Silence on Child Abuse: Protection, Prevention, Intervention, and Deterrence",2011,112,Hearing,213,,6
Subcommittee Hearing: CCDBG Reauthorization: Helping to Meet the Child Care Needs of American Families,S. Hrg. 112-928 - CCDBG REAUTHORIZATION: HELPING TO MEET THE CHILD CARE NEEDS OF AMERICAN FAMILIES,2012-07-26T00:00:00,Subcommittee Hearing: CCDBG Reauthorization: Helping to Meet the Child Care Needs of American Families,2012,112,Hearing,213,,3
Subcommittee Hearing: CJS Subcommittee FY15 Markup,,2014-06-03T00:00:00,Subcommittee Hearing: CJS Subcommittee FY15 Markup,2014,113,Markup,203,,9
Subcommittee Hearing: CJS Subcommittee Hearing: Dept. of Justice FY17 Budget Request,,2016-02-25T00:00:00,Subcommittee Hearing: CJS Subcommittee Hearing: Dept. of Justice FY17 Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: CJS Subcommittee Hearing: FY16 Budget Request for the National Aeronautics and Space Administration,,2015-04-16T00:00:00,Subcommittee Hearing: CJS Subcommittee Hearing: FY16 Budget Request for the National Aeronautics and Space Administration,2015,114,Hearing,203,,2
Subcommittee Hearing: CJS Subcommittee Hearing: FY16 Budget Request for the U.S. Department of Justice,,2015-05-08T00:00:00,Subcommittee Hearing: CJS Subcommittee Hearing: FY16 Budget Request for the U.S. Department of Justice,2015,114,Hearing,203,,2
"Subcommittee Hearing: CJS Subcommittee Hearing: FY16 Budget for the FBI, U.S. Marshals Service, DEA & ATF",,2015-03-12T00:00:00,"Subcommittee Hearing: CJS Subcommittee Hearing: FY16 Budget for the FBI, U.S. Marshals Service, DEA & ATF",2015,114,Hearing,203,,2
Subcommittee Hearing: CJS Subcommittee Hearing: FY16 Department of Commerce Budget,,2015-02-26T00:00:00,Subcommittee Hearing: CJS Subcommittee Hearing: FY16 Department of Commerce Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: CLOSED: Classified Hearing to Review Defense Innovation and Research Funding,,2018-06-06T00:00:00,Subcommittee Hearing: CLOSED: Classified Hearing to Review Defense Innovation and Research Funding,2018,115,Hearing,203,,8
Subcommittee Hearing: CLOSED: Classified Hearing to Review Intelligence Programs & Threat Assessments,,2018-04-19T00:00:00,Subcommittee Hearing: CLOSED: Classified Hearing to Review Intelligence Programs & Threat Assessments,2018,115,Hearing,203,,8
Subcommittee Hearing: Coal Miners’ Struggle for Justice: How Unethical Legal and Medical Practices Stack the Deck Against Black Lung Claimants,S. Hrg. 113-860 - Coal Miners' Struggle for Justice: How Unethical Legal and Medical Practices Stack the Deck...,2014-07-22T00:00:00,Subcommittee Hearing: Coal Miners’ Struggle for Justice: How Unethical Legal and Medical Practices Stack the Deck Against Black Lung Claimants,2014,113,Hearing,213,,3
Subcommittee Hearing: Combating Money Laundering and Other Forms of Illicit Finance: How Criminal Organizations Launder Money and Innovative Techniques for Fighting Them,,2018-06-20T00:00:00,Subcommittee Hearing: Combating Money Laundering and Other Forms of Illicit Finance: How Criminal Organizations Launder Money and Innovative Techniques for Fighting Them,2018,115,Hearing,205,,6
"Subcommittee Hearing: Commerce, Justice, Science: Hearing to review the Department of Justice’s role in implementing new executive actions related to gun control",,2016-01-20T00:00:00,"Subcommittee Hearing: Commerce, Justice, Science: Hearing to review the Department of Justice’s role in implementing new executive actions related to gun control",2016,114,Hearing,203,,3
"Subcommittee Hearing: Conduct Oversight of Bureau of Industry & Security, International Trade Administration, & US International Trade Commission",,2018-09-06T00:00:00,"Subcommittee Hearing: Conduct Oversight of Bureau of Industry & Security, International Trade Administration, & US International Trade Commission",2018,115,Hearing,203,,3
Subcommittee Hearing: DHS FY15 Subcommittee Markup,,2014-06-24T00:00:00,Subcommittee Hearing: DHS FY15 Subcommittee Markup,2014,113,Markup,203,,9
Subcommittee Hearing: Defense FY15 Subcommittee Markup,,2014-07-15T00:00:00,Subcommittee Hearing: Defense FY15 Subcommittee Markup,2014,113,Markup,203,,9
Subcommittee Hearing: Defense Subcommittee Hearing: FY16 Budget Request for Defense Innovation & Research,,2015-04-22T00:00:00,Subcommittee Hearing: Defense Subcommittee Hearing: FY16 Budget Request for Defense Innovation & Research,2015,114,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee Hearing: FY16 Budget Request for the Department of Defense,,2015-05-07T00:00:00,Subcommittee Hearing: Defense Subcommittee Hearing: FY16 Budget Request for the Department of Defense,2015,114,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee Hearing: FY16 Defense Health Program Budget,,2015-03-25T00:00:00,Subcommittee Hearing: Defense Subcommittee Hearing: FY16 Defense Health Program Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee Hearing: FY16 Missile Defense Agency Budget,,2015-03-18T00:00:00,Subcommittee Hearing: Defense Subcommittee Hearing: FY16 Missile Defense Agency Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee Hearing: FY16 U.S. Army Budget,,2015-03-11T00:00:00,Subcommittee Hearing: Defense Subcommittee Hearing: FY16 U.S. Army Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee Hearing: FY2016 National Guard & Reserve Budget,,2015-04-29T00:00:00,Subcommittee Hearing: Defense Subcommittee Hearing: FY2016 National Guard & Reserve Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee: FY15 Department of Defense Budget,,2014-06-18T00:00:00,Subcommittee Hearing: Defense Subcommittee: FY15 Department of Defense Budget,2014,113,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee: FY15 Department of the Army Budget,,2014-04-30T00:00:00,Subcommittee Hearing: Defense Subcommittee: FY15 Department of the Army Budget,2014,113,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee: FY15 Missile Defense Agency Budget Hearing,,2014-06-11T00:00:00,Subcommittee Hearing: Defense Subcommittee: FY15 Missile Defense Agency Budget Hearing,2014,113,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee: FY16 U.S. Navy & Marine Corps Budget Hearing,,2015-03-04T00:00:00,Subcommittee Hearing: Defense Subcommittee: FY16 U.S. Navy & Marine Corps Budget Hearing,2015,114,Hearing,203,,2
Subcommittee Hearing: Defense Subcommittee: Hearing on FY16 U.S. Air Force Budget,,2015-02-25T00:00:00,Subcommittee Hearing: Defense Subcommittee: Hearing on FY16 U.S. Air Force Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Defense: Hearing on FY17 Air Force Budget Request,,2016-02-10T00:00:00,Subcommittee Hearing: Defense: Hearing on FY17 Air Force Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Defense: Hearing on FY17 Army Budget Request,,2016-02-24T00:00:00,Subcommittee Hearing: Defense: Hearing on FY17 Army Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: Dental Crisis in America: The Need to Address Cost,S. Hrg. 113-811 - DENTAL CRISIS IN AMERICA: THE NEED TO ADDRESS COSTS,2013-09-12T00:00:00,Subcommittee Hearing: Dental Crisis in America: The Need to Address Cost,2013,113,Hearing,213,,6
Subcommittee Hearing: Dental Crisis in America: The Need to Expand Access,S. Hrg. 112-898 - Dental Crisis in America: the Need to Expand Access,2012-02-29T00:00:00,Subcommittee Hearing: Dental Crisis in America: The Need to Expand Access,2012,112,Hearing,213,,6
Subcommittee Hearing: Diverting Non-urgent Emergency Room Use: Can It Provide Better Care and Lower Costs?,S. Hrg. 112-789 - Diverting Non-Urgent Emergency Room Use: Can It Provide Better Care and Lower Costs?,2011-05-11T00:00:00,Subcommittee Hearing: Diverting Non-urgent Emergency Room Use: Can It Provide Better Care and Lower Costs?,2011,112,Hearing,213,,3
Subcommittee Hearing: Dying Young: Why Your Social and Economic Status May Be a Death Sentence in America,S. Hrg. 113-820 - DYING YOUNG: WHY YOUR SOCIAL AND ECONOMIC STATUS MAY BE A DEATH SENTENCE IN AMERICA,2013-11-20T00:00:00,Subcommittee Hearing: Dying Young: Why Your Social and Economic Status May Be a Death Sentence in America,2013,113,Hearing,213,,6
Subcommittee Hearing: E&W Subcommittee: FY15 National Nuclear Security Administration Budget,,2014-04-30T00:00:00,Subcommittee Hearing: E&W Subcommittee: FY15 National Nuclear Security Administration Budget,2014,113,Hearing,203,,2
Subcommittee Hearing: Energy & Water Development Subcommittee Hearing: FY16 Department of Energy Budget,,2015-03-25T00:00:00,Subcommittee Hearing: Energy & Water Development Subcommittee Hearing: FY16 Department of Energy Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Energy & Water Development Subcommittee Hearing: FY16 National Nuclear Security Administration Budget,,2015-03-11T00:00:00,Subcommittee Hearing: Energy & Water Development Subcommittee Hearing: FY16 National Nuclear Security Administration Budget,2015,114,Hearing,203,,2
Subcommittee Hearing: Energy & Water Development Subcommittee Hearing: The United States without Nuclear Power (Postponed),,2015-04-22T00:00:00,Subcommittee Hearing: Energy & Water Development Subcommittee Hearing: The United States without Nuclear Power (Postponed),2015,114,Hearing,203,,3
Subcommittee Hearing: Energy & Water Development Subcommittee: FY16 Army Corps of Engineers & Bureau of Reclamation Budget Hearing,,2015-02-11T00:00:00,Subcommittee Hearing: Energy & Water Development Subcommittee: FY16 Army Corps of Engineers & Bureau of Reclamation Budget Hearing,2015,114,Hearing,203,,2
Subcommittee Hearing: Energy & Water Development Subcommittee: FY16 Nuclear Regulatory Commission Budget Hearing,,2015-03-04T00:00:00,Subcommittee Hearing: Energy & Water Development Subcommittee: FY16 Nuclear Regulatory Commission Budget Hearing,2015,114,Hearing,203,,2
Subcommittee Hearing: Energy & Water Development: Securing America’s Future: Realizing the Potential of the DOE National Laboratories,,2015-10-28T00:00:00,Subcommittee Hearing: Energy & Water Development: Securing America’s Future: Realizing the Potential of the DOE National Laboratories,2015,114,Hearing,203,,6
Subcommittee Hearing: Energy & Water Subcommittee FY15 Markup,,2014-06-17T00:00:00,Subcommittee Hearing: Energy & Water Subcommittee FY15 Markup,2014,113,Markup,203,,9
Subcommittee Hearing: Energy and International Development,,2017-11-01T00:00:00,Subcommittee Hearing: Energy and International Development,2017,115,Hearing,212,,6
Subcommittee Hearing: Energy and Water Subcommittee Hearing to Review FY2016 National Nuclear Security Administration Budget Request,,2015-03-11T00:00:00,Subcommittee Hearing: Energy and Water Subcommittee Hearing to Review FY2016 National Nuclear Security Administration Budget Request,2015,114,Hearing,203,,2
Subcommittee Hearing: Energy and Water: Hearing on FY17 Nuclear Regulatory Commission Budget Request,,2016-02-24T00:00:00,Subcommittee Hearing: Energy and Water: Hearing on FY17 Nuclear Regulatory Commission Budget Request,2016,114,Hearing,203,,2
Subcommittee Hearing: European Energy Security: U.S. Interests and Coercive Russian Diplomacy,,2017-12-12T00:00:00,Subcommittee Hearing: European Energy Security: U.S. Interests and Coercive Russian Diplomacy,2017,115,Hearing,212,,3
"Subcommittee Hearing: Examining Quality and Safety in Child Care: Giving Working Families Security, Confidence, and Peace of Mind","S. Hrg. 112-864 - Examining Quality and Safety in Child Care: Giving Working Families Security, Confidence and...",2011-09-08T00:00:00,"Subcommittee Hearing: Examining Quality and Safety in Child Care: Giving Working Families Security, Confidence, and Peace of Mind",2011,112,Hearing,213,,6
Subcommittee Hearing: Exploring the ‘Gig Economy’ and the Future of Retirement Savings,,2018-02-06T00:00:00,Subcommittee Hearing: Exploring the ‘Gig Economy’ and the Future of Retirement Savings,2018,115,Hearing,213,,6
Subcommittee Hearing: FSGG FY15 Subcommittee Markup,,2014-06-24T00:00:00,Subcommittee Hearing: FSGG FY15 Subcommittee Markup,2014,113,Markup,203,,9
Subcommittee Hearing: FSGG Subcommittee Hearing: FY16 Budget Request for the FCC,,2015-05-12T00:00:00,Subcommittee Hearing: FSGG Subcommittee Hearing: FY16 Budget Request for the FCC,2015,114,Hearing,203,,2
Subcommittee Hearing: FSGG Subcommittee Hearing: FY16 Budget Requests for the SEC & CFTC,,2015-05-06T00:00:00,Subcommittee Hearing: FSGG Subcommittee Hearing: FY16 Budget Requests for the SEC & CFTC,2015,114,Hearing,203,,2
Subcommittee Hearing: FSGG Subcommittee Hearing: OPM Information Technology Spending & Data Security,,2015-06-23T00:00:00,Subcommittee Hearing: FSGG Subcommittee Hearing: OPM Information Technology Spending & Data Security,2015,114,Hearing,203,,3
Subcommittee Hearing: FSGG Subcommittee: FY15 Department of Treasury & IRS Budgets,,2014-04-30T00:00:00,Subcommittee Hearing: FSGG Subcommittee: FY15 Department of Treasury & IRS Budgets,2014,113,Hearing,203,,2
Subcommittee Hearing: FY10 Defense Subcommittee Markup,,2009-09-09T00:00:00,Subcommittee Hearing: FY10 Defense Subcommittee Markup,2009,111,Markup,203,,9
Subcommittee Hearing: FY10 E&W Subcommittee Markup,,2009-07-08T00:00:00,Subcommittee Hearing: FY10 E&W Subcommittee Markup,2009,111,Markup,203,,9
Subcommittee Hearing: FY10 FSGG Subcommittee Markup,,2009-07-08T00:00:00,Subcommittee Hearing: FY10 FSGG Subcommittee Markup,2009,111,Markup,203,,9
Subcommittee Hearing: FY10 LHHS Subcommittee Markup,,2009-07-28T00:00:00,Subcommittee Hearing: FY10 LHHS Subcommittee Markup,2009,111,Markup,203,,9
Subcommittee Hearing: FY10 SFOPS Subcommittee Markup,,2009-05-12T00:00:00,Subcommittee Hearing: FY10 SFOPS Subcommittee Markup,2009,111,Markup,203,,9
Subcommittee Hearing: FY10 THUD Subcommittee Markup,,2009-07-29T00:00:00,Subcommittee Hearing: FY10 THUD Subcommittee Markup,2009,111,Markup,203,,9
Subcommittee Hearing: FY11 CJS Subcommittee Markup,,2010-07-21T00:00:00,Subcommittee Hearing: FY11 CJS Subcommittee Markup,2010,111,Markup,203,,9
Subcommittee Hearing: FY11 DHS Subcommittee Markup,,2010-07-14T00:00:00,Subcommittee Hearing: FY11 DHS Subcommittee Markup,2010,111,Markup,203,,9
Subcommittee Hearing: FY11 Defense Subcommittee Markup,,2010-09-14T00:00:00,Subcommittee Hearing: FY11 Defense Subcommittee Markup,2010,111,Markup,203,,9
Subcommittee Hearing: FY11 E&W Subcommittee Markup,,2010-07-20T00:00:00,Subcommittee Hearing: FY11 E&W Subcommittee Markup,2010,111,Markup,203,,9
Subcommittee Hearing: FY11 FSGG Subcommittee Markup,,2010-07-27T00:00:00,Subcommittee Hearing: FY11 FSGG Subcommittee Markup,2010,111,Markup,203,,9
Subcommittee Hearing: FY11 LHHS Subcommittee Markup,,2010-07-27T00:00:00,Subcommittee Hearing: FY11 LHHS Subcommittee Markup,2010,111,Markup,203,,9
Subcommittee Hearing: FY11 MilCon/VA Subcommittee Markup,,2010-07-14T00:00:00,Subcommittee Hearing: FY11 MilCon/VA Subcommittee Markup,2010,111,Markup,203,,9
Subcommittee Hearing: FY12 CJS Subcommittee Markup,,2011-09-14T00:00:00,Subcommittee Hearing: FY12 CJS Subcommittee Markup,2011,112,Markup,203,,9
Subcommittee Hearing: FY12 DHS Subcommittee Markup,,2011-09-06T00:00:00,Subcommittee Hearing: FY12 DHS Subcommittee Markup,2011,112,Markup,203,,9
Subcommittee Hearing: FY12 Defense Subcommittee Markup,,2011-09-13T00:00:00,Subcommittee Hearing: FY12 Defense Subcommittee Markup,2011,112,Markup,203,,9
Subcommittee Hearing: FY12 Energy & Water Subcommittee Markup,,2011-09-06T00:00:00,Subcommittee Hearing: FY12 Energy & Water Subcommittee Markup,2011,112,Markup,203,,9
Subcommittee Hearing: FY12 FSGG Subcommittee Markup,,2011-09-14T00:00:00,Subcommittee Hearing: FY12 FSGG Subcommittee Markup,2011,112,Markup,203,,9
Subcommittee Hearing: FY12 LHHS Subcommittee Markup,,2011-09-20T00:00:00,Subcommittee Hearing: FY12 LHHS Subcommittee Markup,2011,112,Markup,203,,9
Subcommittee Hearing: FY12 MilCon/VA Subcommittee Markup,,2011-06-28T00:00:00,Subcommittee Hearing: FY12 MilCon/VA Subcommittee Markup,2011,112,Markup,203,,9
Subcommittee Hearing: FY12 THUD Subcommittee Markup,,2011-09-20T00:00:00,Subcommittee Hearing: FY12 THUD Subcommittee Markup,2011,112,Markup,203,,9
Subcommittee Hearing: FY13 DHS Subcommittee Markup,,2012-05-15T00:00:00,Subcommittee Hearing: FY13 DHS Subcommittee Markup,2012,112,Markup,203,,9
Subcommittee Hearing: FY13 Defense Subcommittee Markup,,2012-08-01T00:00:00,Subcommittee Hearing: FY13 Defense Subcommittee Markup,2012,112,Markup,203,,9
Subcommittee Hearing: FY13 E&W Subcommittee Markup,,2012-04-24T00:00:00,Subcommittee Hearing: FY13 E&W Subcommittee Markup,2012,112,Markup,203,,9
Subcommittee Hearing: FY13 FSGG Subcommittee Markup,,2012-06-12T00:00:00,Subcommittee Hearing: FY13 FSGG Subcommittee Markup,2012,112,Markup,203,,9
Subcommittee Hearing: FY13 LHHS Subcommittee Markup,,2012-06-12T00:00:00,Subcommittee Hearing: FY13 LHHS Subcommittee Markup,2012,112,Markup,203,,9
Subcommittee Hearing: FY13 MilconVA Subcommittee Markup,,2012-05-15T00:00:00,Subcommittee Hearing: FY13 MilconVA Subcommittee Markup,2012,112,Markup,203,,9
Subcommittee Hearing: FY13 SFOPS Subcommittee Markup,,2012-05-22T00:00:00,Subcommittee Hearing: FY13 SFOPS Subcommittee Markup,2012,112,Markup,203,,9
Subcommittee Hearing: FY13 THUD Subcommittee Markup,,2012-04-17T00:00:00,Subcommittee Hearing: FY13 THUD Subcommittee Markup,2012,112,Markup,203,,9
Subcommittee Hearing: FY14 Agriculture Subcommittee Markup,,2013-06-18T00:00:00,Subcommittee Hearing: FY14 Agriculture Subcommittee Markup,2013,113,Markup,203,,9
"Subcommittee Hearing: FY14 Commerce, Justice, Science Subcommittee Markup (Audio only)",,2013-07-16T00:00:00,"Subcommittee Hearing: FY14 Commerce, Justice, Science Subcommittee Markup (Audio only)",2013,113,Markup,203,,9
Subcommittee Hearing: FY14 Defense Subcommittee Markup,,2013-07-30T00:00:00,Subcommittee Hearing: FY14 Defense Subcommittee Markup,2013,113,Markup,203,,9
Subcommittee Hearing: FY14 Financial Services Subcommittee Markup,,2013-07-23T00:00:00,Subcommittee Hearing: FY14 Financial Services Subcommittee Markup,2013,113,Markup,203,,9
"Subcommittee Hearing: FY14 Full Committee Markup of MilConVA & Agriculture Bills, Subcommittee Allocations",,2013-06-20T00:00:00,"Subcommittee Hearing: FY14 Full Committee Markup of MilConVA & Agriculture Bills, Subcommittee Allocations",2013,113,Markup,203,,9
Subcommittee Hearing: FY14 Homeland Security Subcommittee Markup,,2013-07-16T00:00:00,Subcommittee Hearing: FY14 Homeland Security Subcommittee Markup,2013,113,Markup,203,,9
Subcommittee Hearing: FY14 LaborHHS Education Subcommittee Markup,,2013-07-09T00:00:00,Subcommittee Hearing: FY14 LaborHHS Education Subcommittee Markup,2013,113,Markup,203,,9
