DATE,NAME,COMMITTEE,CATEGORY
2011-02-28,AMERICA'S PRESIDENTIAL LIBRARIES: THEIR MISSION AND THEIR FUTURE,House Committee on Transportation and Infrastructure,Fact Finding
2011-02-24,"IMPROVING AND REFORMING OUR NATION'S SURFACE TRANSPORTATION PROGRAMS: OKLAHOMA CITY, OKLAHOMA, FIELD HEARING WITH ADDITIONAL SUBMISSIONS FROM A JOINT SENATE AND HOUSE FIELD HEARING AND NINE LISTENING SESSIONS",House Committee on Transportation and Infrastructure,Field
2011-02-19,"IMPROVING AND REFORMING OUR NATION'S SURFACE TRANSPORATION PROGRAMS: COLUMBUS, OHIO, FIELD HEARING",House Committee on Transportation and Infrastructure,Field
2011-02-17,SITTING ON OUR ASSETS: REHABILITATING AND IMPROVING OUR NATION'S RAIL INFRASTRUCTURE,House Committee on Transportation and Infrastructure,Policy
2011-02-15,ACCELERATING THE PROJECT DELIVERY PROCESS: ELIMINATING BUREAUCRATIC RED TAPE AND MAKING EVERY DOLLAR COUNT,House Committee on Transportation and Infrastructure,Policy
2011-02-14,"IMPROVING AND REFORMING OUR NATION'S SURFACE TRANSPORTATION PROGRAMS: BECKLEY, WEST VIRGINIA, FIELD HEARING WITH SUBMISSIONS FROM THE CHARLESTON, WEST VIRGINIA, LISTENING SESSION",House Committee on Transportation and Infrastructure,Field
2011-02-11,"IMPROVING OIL SPILL PREVENTION AND RESPONSE, RESTORING JOBS, AND ENSURING OUR ENERGY SECURITY: RECOMMENDATIONS FROM THE NATIONAL COMMISSION ON THE BP DEEPWATER HORIZON OIL SPILL AND OFFSHORE DRILLING",House Committee on Transportation and Infrastructure,Policy
2011-02-08,FEDERAL AVIATION ADMINISTRATION REAUTHORIZATION: FAA ADMINISTRATOR and FEDERAL AVIATION ADMINISTRATION REAUTHORIZATION: STAKEHOLDERS,House Committee on Transportation and Infrastructure,Legislative
2011-01-27,DEVELOPING TRUE HIGH SPEED RAIL IN THE NORTHEAST CORRIDOR,House Committee on Transportation and Infrastructure,Fact Finding
2010-09-30,"IMPACT OF GREEN INFRASTRUCTURE AND LOW IMPACT DEVELOPMENT ON THE NATION'S WATER QUALITY, ECONOMY AND COMMUNITIES",House Committee on Transportation and Infrastructure,Fact Finding
2010-09-29,HEARING ON CONTINUING EXAMINATION OF U.S.-FLAGGED VESSELS IN U.S. FOREIGN TRADE,House Committee on Transportation and Infrastructure,Fact Finding
2010-09-29,RECOVERY ACT TRANSPORTATION AND INFRASTRUCTURE PROJECTS: IMPACTS ON LOCAL COMMUNITIES AND BUSINESS,House Committee on Transportation and Infrastructure,Legislative
2010-09-22,RESIDENTIAL THROUGH-THE-FENCE AGREEMENTS AT PUBLIC AIRPORTS: ACTION TO DATE AND CHALLENGES AHEAD,House Committee on Transportation and Infrastructure,Policy
2010-09-16,PILOT FLIGHT AND DUTY TIME RULE,House Committee on Transportation and Infrastructure,Fact Finding
2010-09-15,"ENBRIDGE PIPELINE OIL SPILL IN MARSHALL, MICHIGAN",House Committee on Transportation and Infrastructure,Fact Finding
2010-07-27,RECOVERY ACT: PROGRESS REPORT FOR TRANSPORTATION INFRASTRUCTURE INVESTMENTS,House Committee on Transportation and Infrastructure,Legislative
2010-07-21,OVERSIGHT OF THE HIGHWAY BRIDGE PROGRAM AND THE NATIONAL BRIDGE INSPECTION PROGRAM,House Committee on Transportation and Infrastructure,Policy
2010-07-21,PIPELINE SAFETY: PUBLIC AWARENESS AND EDUCATION,House Committee on Transportation and Infrastructure,Fact Finding
2010-07-20,STATUS OF THE U.S.-FLAGGED VESSELS IN U.S.-FOREIGN TRADE,House Committee on Transportation and Infrastructure,Fact Finding
2010-07-15,HEARING ON THE SAFETY OF HAZARDOUS LIQUID PIPELINE (PART 2): INTEGRITY MANAGEMENT,House Committee on Transportation and Infrastructure,Policy
2010-07-15,PUTTING AMERICA BACK TO WORK THROUGH CLEAN WATER INFRASTRUCTURE INVESTMENT,House Committee on Transportation and Infrastructure,Policy
2010-07-14,HEARING ON AIRLINE FEES,House Committee on Transportation and Infrastructure,Legislative
2010-06-30,HEARING ON UPDATE ON FEDERAL MARITIME COMMISSION'S EXAMINATION OF VESSEL CAPACITY,House Committee on Transportation and Infrastructure,Policy
2010-06-30,UTILIZATION AND IMPACTS OF AUTOMATED TRAFFIC ENFORCEMENT,House Committee on Transportation and Infrastructure,Fact Finding
2010-06-29,THE SAFETY OF HAZARDOUS LIQUID PIPELINES: REGULATED VS. UNREGULATED PIPELINES,House Committee on Transportation and Infrastructure,Policy
2010-06-23,COMPREHENSIVE SAFETY ANALYSIS: 2010 UNDERSTANDING FMCSA'S NEW SYSTEM OF MOTOR CARRIER OVERSIGHT,House Committee on Transportation and Infrastructure,Policy
2010-06-17,FOREIGN VESSEL OPERATIONS IN THE U.S. EXCLUSIVE ECONOMIC ZONE,House Committee on Transportation and Infrastructure,Fact Finding
2010-06-16,THE PROPOSED UNITED-CONTINENTAL MERGER: POSSIBLE EFFECTS FOR CONSUMERS AND THE INDUSTRY,House Committee on Transportation and Infrastructure,Private Sector Oversight
2010-06-10,HEARING ON USING PRACTICAL DESIGN AND CONTEXT SENSITIVE SOLUTIONS IN DEVELOPING SURFACE TRANSPORTATION PROJECTS,House Committee on Transportation and Infrastructure,Fact Finding
2010-06-09,LIABILITY AND FINANCIAL RESPONSIBILITY FOR OIL SPILLS UNDER THE OIL POLLUTION ACT OF 1990 AND RELATED STATUTES,House Committee on Transportation and Infrastructure,Legislative
2010-05-26,RECOVERY ACT: PROGRESS REPORT FOR INFRASTRUCTURE INVESTMENTS,House Committee on Transportation and Infrastructure,Legislative
2010-05-20,"HEARING ON IMPLEMENTATION OF THE PIPELINE INSPECTION, PROTECTION, ENFORCEMENT AND SAFETY ACT OF 2006 AND REAUTHORIZATION OF THE PIPELINE SAFETY PROGRAM",House Committee on Transportation and Infrastructure,Policy
2010-05-19,"DEEPWATER HORIZON: OIL SPILL PREVENTION AND RESPONSE MEASURES, AND NATURAL RESOURCE IMPACTS",House Committee on Transportation and Infrastructure,Private Sector Oversight
2010-05-06,PRIORITIES FOR DISASTERS AND ECONOMIC DISRUPTION: THE PROPOSED FY2011 BUDGETS FOR FEMA AND EDA,House Committee on Transportation and Infrastructure,Legislative
2010-05-05,ASSESSING THE IMPLEMENTATION AND IMPACTS OF THE CLEAN TRUCK PROGRAMS AT THE PORT OF LOS ANGELES AND THE PORT OF LONG BEACH,House Committee on Transportation and Infrastructure,Policy
2010-05-03,INTERMODAL HIGH-SPEED RAIL CONNECTIONS,House Committee on Transportation and Infrastructure,Fact Finding
2010-04-28,"HEARING ON PROTECTING AND RESTORING AMERICA'S GREAT WATERS, PART II: THE COLUMBIA RIVER AND SAN FRANCISCO BAY",House Committee on Transportation and Infrastructure,Field
2010-04-27,STATUS OF THE COAST GUARD CIVIL RIGHTS PROGRAMS AND DIVERSITY INITIATIVES,House Committee on Transportation and Infrastructure,Policy
2010-04-22,THE DEPARTMENT OF TRANSPORTATION'S OVERSIGHT AND MANAGEMENT OF HAZARDOUS MATERIALS SPECIAL PERMITS AND APPROVALS,House Committee on Transportation and Infrastructure,Policy
2010-04-21,NEXTGEN: LONG-TERM PLANNING AND INTERAGENCY COOPERATION,House Committee on Transportation and Infrastructure,Policy
2010-04-20,HIGH-SPEED RAIL GRANTS AWARDED UNDER THE RECOVERY ACT,House Committee on Transportation and Infrastructure,Policy
2010-04-15,"HEARING ON PROPOSALS FOR A WATER RESOURCES DEVELOPMENT ACT OF 2010, PART II",House Committee on Transportation and Infrastructure,Legislative
2010-04-14,USING INNOVATIVE FINANCING TO DELIVER HIGHWAY AND TRANSIT PROJECTS,House Committee on Transportation and Infrastructure,Policy
2010-03-26,"RECOVERY ACT: PROGRESS REPORT FOR HIGHWAY, TRANSIT, AND WASTEWATER INFRASTRUCTURE FORMULA INVESTMENTS",House Committee on Transportation and Infrastructure,Legislative
2010-03-17,HEARING ON CAPACITY OF VESSELS TO MEET U.S. IMPORT AND EXPORT REQUIREMENTS,House Committee on Transportation and Infrastructure,Legislative
2010-03-17,HEARING ON FAA'S OVERSIGHT OF ON-DEMAND AIRCRAFT OPERATORS,House Committee on Transportation and Infrastructure,Policy
2010-03-11,A REVIEW OF COAST GUARD ACQUISITION PROGRAMS AND POLICIES,House Committee on Transportation and Infrastructure,Policy
2010-03-03,THE WATER RESOURCES DEVELOPMENT ACT OF 2007: A REVIEW OF IMPLEMENTATION IN ITS THIRD YEAR,House Committee on Transportation and Infrastructure,Policy
2010-02-24,AIRCRAFT ICING,House Committee on Transportation and Infrastructure,Fact Finding
2010-02-23,RECOVERY ACT: ONE-YEAR PROGRESS REPORT FOR TRANSPORTATION AND INFRASTRUCTURE INVESTMENTS,House Committee on Transportation and Infrastructure,Legislative
2010-02-09,ASIAN CARP AND THE GREAT LAKES,House Committee on Transportation and Infrastructure,Fact Finding
2010-02-04,UPDATE: THE FEDERAL AVIATION ADMINISTRATION'S CALL TO ACTION ON AIRLINE SAFETY AND PILOT TRAINING,House Committee on Transportation and Infrastructure,Policy
2010-01-27,REAUTHORIZATION OF THE NATIONAL TRANSPORTATION SAFETY BOARD,House Committee on Transportation and Infrastructure,Legislative
2009-12-10,RECOVERY ACT: PROGRESS REPORT FOR TRANSPORTATION INFRASTRUCTURE INVESTMENT,House Committee on Transportation and Infrastructure,Policy
2009-12-09,MARITIME DOMAIN AWARENESS,House Committee on Transportation and Infrastructure,Fact Finding
2009-12-09,THE ONE YEAR ANNIVERSARY ON THE TENNESSEE VALLEY AUTHORITY'S KINGSTON ASH SLIDE: EVALUATING CURRENT CLEANUP PROGRESS AND ASSESSING FUTURE ENVIRONMENTAL GOALS,House Committee on Transportation and Infrastructure,Fact Finding
2009-12-08,PUBLIC TRANSIT SAFETY: EXAMINING THE FEDERAL ROLE,House Committee on Transportation and Infrastructure,Policy
2009-12-02,COMMERCIAL SPACE TRANSPORTATION,House Committee on Transportation and Infrastructure,Fact Finding
2009-11-18,HEARING ON PROPOSALS FOR A WATER RESOURCES DEVELOPMENT ACT OF 2010,House Committee on Transportation and Infrastructure,Legislative
2009-11-16,REAUTHORIZATION OF THE DEPARTMENT OF TRANSPORTATION'S HAZARDOUS MATERIALS SAFETY PROGRAM,House Committee on Transportation and Infrastructure,Legislative
2009-11-04,PROGRESS REPORT ON WATER RESOURCES INFRASTRUCTURE INVESTMENT,House Committee on Transportation and Infrastructure,Policy
2009-10-29,ADDRESSING THE PROBLEM OF DISTRACTED DRIVING,House Committee on Transportation and Infrastructure,Policy
2009-10-28,NEXTGEN: A REVIEW OF THE RTCA MID-TERM IMPLEMENTATION TASK FORCE REPORT,House Committee on Transportation and Infrastructure,Policy
2009-10-15,THE CLEAN WATER ACT AFTER 37 YEARS: RECOMMITTING TO THE PROTECTION OF THE NATION'S WATERS,House Committee on Transportation and Infrastructure,Policy
2009-10-14,HEARING ON HIGH-SPEED RAIL IN THE UNITED STATES: OPPORTUNITIES AND CHALLENGES,House Committee on Transportation and Infrastructure,Fact Finding
2009-10-07,QUALIFICATIONS AND CREDENTIALING OF MARINERS: A CONTINUING EXAMINATION,House Committee on Transportation and Infrastructure,Fact Finding
2009-10-06,PROTECTING AND RESTORING AMERICA'S GREAT WATERS: THE LONG ISLAND SOUND,House Committee on Transportation and Infrastructure,Fact Finding
2009-10-01,RECOVERY ACT 225-DAY PROGRESS REPORT FOR TRANSPORTATION INFRASTRUCTURE INVESTMENT,House Committee on Transportation and Infrastructure,Policy
2009-09-30,A REVIEW OF THE COAST GUARD'S SEARCH AND RESCUE MISSION,House Committee on Transportation and Infrastructure,Fact Finding
2009-09-23,THE FEDERAL AVIATION ADMINISTRATION'S CALL TO ACTION ON AIRLINE SAFETY AND PILOT TRAINING,House Committee on Transportation and Infrastructure,Policy
2009-09-22,HEARING ON REAUTHORIZATION OF THE CHESAPEAKE BAY PROGRAM,House Committee on Transportation and Infrastructure,Legislative
2009-09-16,THE HUDSON RIVER AIRSPACE AND MANAGEMENT OF UNCONTROLLED AIRSPACE CORRIDORS,House Committee on Transportation and Infrastructure,Field
2009-09-10,CONCERNS WITH HAZARDOUS MATERIALS SAFETY IN THE U.S.: IS PHMSA PERFORMING ITS MISSION?,House Committee on Transportation and Infrastructure,Agency Conduct
2009-07-31,HEARING ON RECOVERY ACT 160-DAY PROGRESS REPORT FOR TRANSPORTATION AND INFRASTRUCTURE PROGRAMS,House Committee on Transportation and Infrastructure,Policy
2009-07-29,"HEARING ON ""NEXTGEN: AREA NAVIGATION (RNAV)/REQUIRED NAVIGATION PERFORMANCE (RNP)""",House Committee on Transportation and Infrastructure,Fact Finding
2009-07-28,THE TENNESSEE VALLEY AUTHORITY'S KINGSTON ASH SLIDE: EVALUATION OF POTENTIAL CAUSES AND UPDATES ON CLEANUP EFFORTS,House Committee on Transportation and Infrastructure,Policy
2009-07-16,THE IMPORTANCE OF A LONG-TERM SURFACE TRANSPORTATION AUTHORIZATION IN SUSTAINING ECONOMIC RECOVERY,House Committee on Transportation and Infrastructure,Fact Finding
2009-07-15,OPPORTUNITIES AND CHALLENGES IN THE CREATION OF A CLEAN WATER TRUST FUND,House Committee on Transportation and Infrastructure,Fact Finding
2009-07-09,NATIONAL MARITIME CENTER AND MARINER CREDENTIALS,House Committee on Transportation and Infrastructure,Policy
2009-06-25,RECOVERY ACT: 120-DAY PROGRESS REPORT FOR TRANSPORTATION PROGRAMS,House Committee on Transportation and Infrastructure,Legislative
2009-06-22,EXPANDING PASSENGER RAIL SERVICE,House Committee on Transportation and Infrastructure,Field
2009-06-19,A CONTINUING EXAMINATION OF CIVIL RIGHTS SERVICES AND DIVERSITY IN THE COAST GUARD,House Committee on Transportation and Infrastructure,Policy
2009-06-11,REGIONAL AIR CARRIERS AND PILOT WORKFORCE ISSUES,House Committee on Transportation and Infrastructure,Fact Finding
2009-06-10,CONTROL OF ANTI-FOULING SYSTEMS ON SHIPS,House Committee on Transportation and Infrastructure,Policy
2009-05-20,AVIATION CONSUMER ISSUES: EMERGENCY CONTINGENCY PLANNING AND OUTLOOK FOR SUMMER TRAVEL,House Committee on Transportation and Infrastructure,Fact Finding
2009-05-20,PIRACY AGAINST U.S.-FLAGGED VESSELS: LESSONS LEARNED,House Committee on Transportation and Infrastructure,Fact Finding
2009-05-19,RECOMMENDATIONS OF THE NATIONAL COMMITTEE ON LEVEE SAFETY,House Committee on Transportation and Infrastructure,Fact Finding
2009-05-14,AN INDEPENDENT FEMA: RESTORING THE NATION'S CAPABILITIES FOR EFFECTIVE EMERGENCY MANAGEMENT AND DISASTER RESPONSE,House Committee on Transportation and Infrastructure,Policy
2009-05-14,REAUTHORIZATION OF THE DEPARTMENT OF TRANSPORTATION'S HAZARDOUS MATERIALS SAFETY PROGRAM,House Committee on Transportation and Infrastructure,Legislative
2009-05-13,THE ECONOMIC VIABILITY OF THE CIVIL RESERVE AIR FLEET (CRAF) PROGRAM,House Committee on Transportation and Infrastructure,Legislative
2009-04-30,COAL COMBUSTION WASTE STORAGE AND WATER QUALITY,House Committee on Transportation and Infrastructure,Fact Finding
2009-04-29,RECOVERY ACT: 10-WEEK PROGRESS REPORT FOR TRANSPORTATION AND INFRASTRUCTURE PROGRAMS,House Committee on Transportation and Infrastructure,Policy
2009-04-28,THE HIGH PRIORITY PROJECT PROGRAM,House Committee on Transportation and Infrastructure,Fact Finding
2009-04-22,HEARING ON RAILROAD REHABILITATION AND IMPROVEMENT FINANCING PROGRAM,House Committee on Transportation and Infrastructure,Policy
2009-04-22,OVERSIGHT OF HELICOPTER MEDICAL SERVICES,House Committee on Transportation and Infrastructure,Policy
2009-04-01,CIVIL RIGHTS SERVICES AND DIVERSITY INITIATIVES IN THE COAST GUARD,House Committee on Transportation and Infrastructure,Legislative
2009-03-31,HEARING ON THE TENNESSEE VALLEY AUTHORITY'S KINGSTON ASH SLIDE AND POTENTIAL WATER QUALITY IMPACTS OF COAL COMBUSTION WASTE STORAGE,House Committee on Transportation and Infrastructure,Fact Finding
2009-03-24,OVERVIEW OF COAST GUARD ACQUISITION POLICIES AND PROGRAMS,House Committee on Transportation and Infrastructure,Policy
2009-03-19,EFFORTS TO ADDRESS URBAN STORMWATER RUNOFF,House Committee on Transportation and Infrastructure,Policy
2009-03-18,ATC MODERNIZATION AND NEXTGEN NEAR-TERM ACHIEVABLE GOALS,House Committee on Transportation and Infrastructure,Policy
2009-03-11,OVERVIEW OF COAST GUARD DRUG AND MIGRANT INTERDICTION,House Committee on Transportation and Infrastructure,Policy
2009-02-24,US AIRWAYS FLIGHT 1549 ACCIDENT,House Committee on Transportation and Infrastructure,Fact Finding
2009-02-20,CONFRONTING FREIGHT CHALLENGES IN SOUTHERN CALIFORNIA,House Committee on Transportation and Infrastructure,Policy
2009-02-11,THE FEDERAL AVIATION ADMINISTRATION REAUTHORIZATION ACT OF 2009,House Committee on Transportation and Infrastructure,Legislative
2009-02-04,HEARING ON SUSTAINABLE WASTEWATER INFRASTRUCTURE,House Committee on Transportation and Infrastructure,Fact Finding
2009-02-04,INTERNATIONAL PIRACY ON THE HIGH SEAS,House Committee on Transportation and Infrastructure,Fact Finding
2009-01-28,"FREIGHT AND PASSENGER RAIL: PRESENT AND FUTURE ROLES, PERFORMANCE, BENEFITS, AND NEEDS",House Committee on Transportation and Infrastructure,Fact Finding
2009-01-27,HEARING ON ENERGY REDUCTION AND ENVIRONMENTAL SUSTAINABILITY IN SURFACE TRANSPORTATION,House Committee on Transportation and Infrastructure,Fact Finding
2009-01-22,INFRASTRUCTURE INVESTMENT: ENSURING AN EFFECTIVE ECONOMIC RECOVERY PROGRAM,House Committee on Transportation and Infrastructure,Fact Finding
2017-07-12,CARE WHERE IT COUNTS: ASSESSING VA'S CAPITAL ASSET NEEDS,House Committee on Veterans' Affairs,Fact Finding
2017-06-08,IMPROVING THE QUALITY AND TIMELINESS OF GI BILL PROCESSING FOR STUDENT VETERANS,House Committee on Veterans' Affairs,Agency Conduct
2017-06-08,VA AND ACADEMIC AFFILIATES: WHO'S BENEFITING NOW,House Committee on Veterans' Affairs,Agency Conduct
2017-06-07,OVERCOMING PTSD: ASSESSING VA'S EFFORTS TO PROMOTE WELLNESS AND HEALING,House Committee on Veterans' Affairs,Field
2017-05-24,U.S. DEPARTMENT OF VETERANS AFFAIRS BUDGET REQUEST FOR FISCAL YEAR 2018,House Committee on Veterans' Affairs,Legislative
2017-05-24,VA FINANCIAL MANAGEMENT,House Committee on Veterans' Affairs,Agency Conduct
2017-05-02,LEGISLATIVE HEARING ON THE VETERANS APPEALS IMPROVEMENT AND MODERNIZATION ACT OF 2017,House Committee on Veterans' Affairs,Legislative
2017-05-02,VA SPECIALIZED SERVICES: LOWER EXTREMITY CONDITIONS,House Committee on Veterans' Affairs,Legislative
2017-04-05,LEGISLATIVE HEARING ON: H.R. 105; H.R. 299; H.R. 1328; H.R. 1329; H.R. 1390; H.R. 1564; AND A DRAFT BILL ENTITLED ``QUICKER VETERANS BENEFITS  DELIVERY ACT OF 2017. ' ',House Committee on Veterans' Affairs,Legislative
2017-04-04,AN ASSESSMENT OF ONGOING CONCERNS AT THE VETERANS CRISIS LINE,House Committee on Veterans' Affairs,Agency Conduct
2017-04-04,ASSESSING VA APPROVED APPRAISERS AND HOW TO IMPROVE THE PROGRAM FOR THE 21ST CENTURY,House Committee on Veterans' Affairs,Policy
2017-03-29,"LEGISLATIVE HEARING ON: DRAFT LEGISLATION, THE VETERANS AFFAIRS MEDICAL SCRIBE PILOT ACT OF 2017; H.R. 91; H.R. 95; H.R. 467; H.R. 907; H.R. 918; H.R. 1005; H.R. 1162; H.R. 1545; AND H.R. 1662",House Committee on Veterans' Affairs,Legislative
2017-03-22,HEALTHY HIRING: ENABLING VA TO RECRUIT AND RETAIN QUALITY PROVIDERS,House Committee on Veterans' Affairs,Policy
2017-03-21,"A LEGISLATIVE HEARING ON H.R. 1461, THE ``VETERANS, EMPLOYEES, AND TAXPAYERS PROTECTION ACT OF 2017''",House Committee on Veterans' Affairs,Legislative
2017-03-07,SHAPING THE FUTURE: CONSOLIDATING AND IMPROVING VA COMMUNITY CARE,House Committee on Veterans' Affairs,Fact Finding
2017-02-27,ASSESSING VA'S RISKS FOR DRUG DIVERSION,House Committee on Veterans' Affairs,Agency Conduct
2017-02-16,THE USE OF OFFICIAL TIME FOR UNION ACTIVITIES AT THE DEPARTMENT OF VETERANS AFFAIRS,House Committee on Veterans' Affairs,Policy
2017-02-14,EXPLORING NATIONAL WORK QUEUE'S IMPACT ON CLAIMS PROCESSING,House Committee on Veterans' Affairs,Fact Finding
2017-02-07,ASSESSING THE VA IT LANDSCAPE: PROGRESS AND CHALLENGES,House Committee on Veterans' Affairs,Fact Finding
2016-09-27,INVESTIGATING HOW VA IMPROPERLY PAID MILLIONS TO INCARCERATED VETERANS,House Committee on Veterans' Affairs,Agency Conduct
2016-09-20,AN ASSESSMENT OF DEFICIENCIES AT THE NORTHPORT VA MEDICAL CENTER,House Committee on Veterans' Affairs,Field
2016-09-20,VA PROCUREMENT: IDENTIFYING OBSTACLES TO REFORM,House Committee on Veterans' Affairs,Policy
2016-09-14,AN EXAMINATION OF VA'S MISUSE OF EMPLOYEE SETTLEMENT AGREEMENTS,House Committee on Veterans' Affairs,Policy
2016-09-07,FROM TUMULT TO TRANSFORMATION: THE COMMISSION ON CARE AND THE FUTURE OF THE VA HEALTHCARE SYSTEM,House Committee on Veterans' Affairs,Policy
2016-08-09,TECHNOLOGY AND TREATMENT: TELEMEDICINE IN THE VA HEALTHCARE SYSTEM,House Committee on Veterans' Affairs,Field
2016-07-13,TBI CLAIMS: VA'S FAILURE TO PROVIDE ADEQUATE EXAMINATIONS,House Committee on Veterans' Affairs,Agency Conduct
2016-06-23,"LEGISLATIVE HEARING ON: H.R. 3216, H.R. 4150, H.R. 4764, H.R. 5047, H.R. 5083, H.R. 5162, H.R. 5166, H.R. 5392, H.R. 5407, H.R. 5416, H.R. 5420, AND H.R. 5428",House Committee on Veterans' Affairs,Legislative
2016-06-20,ACCESS AND ACCOUNTABILITY: EXAMINING OBSTACLES TO HIGH-QUALITY PATIENT CARE IN LOUISIANA,House Committee on Veterans' Affairs,Field
2016-06-15,EXAMINING 21ST CENTURY PROGRAMS AND STRATEGIES FOR VETERAN JOB SEEKERS,House Committee on Veterans' Affairs,Policy
2016-06-15,INVESTIGATING VA'S MANAGEMENT OF VETERANS' PAPER RECORDS,House Committee on Veterans' Affairs,Agency Conduct
2016-06-07,VA AND ACADEMIC AFFILIATES: WHO BENEFITS?,House Committee on Veterans' Affairs,Policy
2016-05-20,ASSESSING VA OVERSIGHT OF DRUG PRESCRIPTION PRACTICES AND PROPER USE OF MEDICAL FACILITIES,House Committee on Veterans' Affairs,Private Sector Oversight
2016-05-17,VETERANS IN TECH: INNOVATIVE CAREERS FOR ALL GENERATIONS OF VETERANS,House Committee on Veterans' Affairs,Fact Finding
2016-05-12,COMBATING THE CRISIS: EVALUATING EFFORTS TO PREVENT VETERAN SUICIDE,House Committee on Veterans' Affairs,Policy
2016-04-20,A REVIEW OF VETERANS PREFERENCE IN FEDERAL GOVERNMENT HIRING,House Committee on Veterans' Affairs,Fact Finding
2016-04-20,LEGISLATIVE HEARING ON H.R. 2460; H.R. 3956; H.R. 3974; H.R. 3989; DRAFT LEGISLATION TO ENSURE THAT EACH VA MEDICAL FACILITY COMPLIES WITH REQUIREMENTS RELATING TO SCHEDULING VETERANS FOR HEALTH CARE APPOINTMENTS AND TO IMPROVE THE UNIFORM APPLICATION OF DIRECTIVES; AND DRAFT LEGISLATION TO DIRECT VA TO ESTABLISH A LIST OF DRUGS THAT REQUIRE AN INCREASED LEVEL OF INFORMED CONSENT,House Committee on Veterans' Affairs,Legislative
2016-04-19,A CONTINUED ASSESSMENT OF DELAYS IN VETERANS' ACCESS TO HEALTH CARE,House Committee on Veterans' Affairs,Fact Finding
2016-04-14,"A LEGISLATIVE HEARING ON THE FOLLOWING BILLS: H.R. 748; H.R. 2551; H.R. 3286; H.R. 3419; H.R. 4138; A DRAFT BILL ENTITLED, ``TO MAKE CERTAIN IMPROVEMENTS IN THE LAWS ADMINISTERED BY THE SECRETARY OF VETERANS AFFAIRS RELATING TO EDUCATIONAL ASSISTANCE, AND FOR OTHER PURPOSES''; A DRAFT BILL ENTITLED, THE ``VETERANS SUCCESS ON CAMPUS ACT OF 2016''; A DRAFT BILL ENTITLED, THE ``GI BILL OVERSIGHT ACT OF 2016''; AND A DRAFT BILL ENTITLED, ``TO DIRECT THE SECRETARY OF LABOR TO CARRY OUT A RESEARCH PROGRAM TO EVALUATE THE EFFECTIVENESS OF TRANSITION ASSISTANCE PROGRAM IN ADDRESSING NEEDS OF CERTAIN MINORITY VETERANS",House Committee on Veterans' Affairs,Legislative
2016-04-13,"LEGISLATIVE HEARING ON: H.R. 3936, H.R. 4087, H.R. 4757, H.R. 4758, H.R. 4759, H.R. 4782, H.R. 3715; A DRAFT BILL ENTITLED ``MEDAL OF HONOR LEGACY ACT''; A DRAFT BILL ENTITLED ``LOVE LIVES ON ACT OF 2016''; A DRAFT BILL ENTITLED ``TO AMEND TITLE 38, UNITED STATES CODE, TO IMPROVE THE CONSIDERATION OF EVIDENCE BY BOARD OF VETERANS' APPEALS''; AND, A DRAFT BILL ENTITLED ``TO AMEND TITLE 38, UNITED STATES CODE, TO PAY SPECIAL COMPENSATION TO CERTAIN VETERANS WITH THE LOSS OR LOSS OF USE OF CREATIVE ORGANS''",House Committee on Veterans' Affairs,Legislative
2016-03-22,CHOICE CONSOLIDATION: LEVERAGING PROVIDER NETWORKS TO INCREASE VETERAN ACCESS,House Committee on Veterans' Affairs,Fact Finding
2016-03-04,ADDRESSING VA OPIOID PRESCRIPTION AND PAIN MANAGEMENT PRACTICES,House Committee on Veterans' Affairs,Private Sector Oversight
2016-02-23,PERSIAN GULF WAR: AN ASSESSMENT OF HEALTH OUTCOMES ON THE 25TH ANNIVERSARY,House Committee on Veterans' Affairs,Fact Finding
2016-02-19,BEST PRACTICES IN VETERAN HIRING,House Committee on Veterans' Affairs,Fact Finding
2016-02-11,CHOICE CONSOLIDATION: IMPROVING VA COMMUNITY CARE BILLING AND REIMBURSEMENT,House Committee on Veterans' Affairs,Policy
2016-02-10,A REVIEW OF VA'S LOAN GUARANTY AND SPECIALLY ADAPTIVE HOUSING GRANT PROGRAMS (SAH),House Committee on Veterans' Affairs,Policy
2016-02-10,U.S. DEPARTMENT OF VETERANS AFFAIRS BUDGET REQUEST FOR FISCAL YEAR 2017,House Committee on Veterans' Affairs,Legislative
2016-02-03,LOST OPPORTUNITIES FOR VETERANS: AN EXAMINATION OF VA'S TECHNOLOGY TRANSFER PROGRAM,House Committee on Veterans' Affairs,Policy
2016-02-02,CHOICE CONSOLIDATION: EVALUATING ELIGIBILITY REQUIREMENTS FOR CARE IN THE COMMUNITY,House Committee on Veterans' Affairs,Policy
2016-01-20,FINDING SOLUTIONS FOR VETERAN HOMELESSNESS IN SOUTHERN CALIFORNIA,House Committee on Veterans' Affairs,Field
2016-01-12,"1988 TO 2016: VETSNET TO VBMS; BILLIONS SPENT, BACKLOG GRINDS ON",House Committee on Veterans' Affairs,Fact Finding
2015-12-09,FACT CHECK: AN END OF YEAR REVIEW OF ACCOUNTABILITY AT THE DEPARTMENT OF VETERANS AFFAIRS,House Committee on Veterans' Affairs,Agency Conduct
